entity_id,canonical_entity,entity_type,review_status,total_count,chapters,extraction_methods,notes
unclassified__alexandria_ward,Alexandria Ward,Unclassified,candidate,5,5; 6; 7; 11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__world_war,World War,Unclassified,candidate,5,2; 3; 4; 5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__air_force,Air Force,Unclassified,candidate,4,4; 5; 6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__clandestine_services,Clandestine Services,Unclassified,candidate,4,5; 9; 10; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__heber_j_grant,Heber J. Grant,Unclassified,candidate,4,1; 3; 5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__in_march,In March,Unclassified,candidate,4,3; 6; 7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__in_may,In May,Unclassified,candidate,4,5; 7; 8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__jesus_christ,Jesus Christ,Unclassified,candidate,4,1; 5; 7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__julian_lowe,Julian Lowe,Unclassified,candidate,4,7; 8; 11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__on_april,On April,Unclassified,candidate,4,1; 3; 6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__salt_lake,Salt Lake,Unclassified,candidate,4,2; 9; 11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__arlington_ward,Arlington Ward,Unclassified,candidate,3,7; 11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__atlantic_ocean,Atlantic Ocean,Unclassified,candidate,3,1; 3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__branch_chief,Branch Chief,Unclassified,candidate,3,6; 7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__combined_soviet_operations_base,"Combined
Soviet Operations Base",Unclassified,candidate,3,5; 7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__commercial_section,Commercial Section,Unclassified,candidate,3,7; 8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__deputy_chief,Deputy Chief,Unclassified,candidate,3,6; 7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__deputy_director,Deputy Director,Unclassified,candidate,3,9; 10; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__dottie_burton,Dottie Burton,Unclassified,candidate,3,6; 8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__dwight_d_eisenhower,Dwight D. Eisenhower,Unclassified,candidate,3,4; 9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__elder_lee,Elder Lee,Unclassified,candidate,3,6; 7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__falls_church,Falls Church,Unclassified,candidate,3,5; 7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__far_east,Far East,Unclassified,candidate,3,5; 6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__first_presidency,First Presidency,Unclassified,candidate,3,5; 11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__for_christmas,For Christmas,Unclassified,candidate,3,5; 11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__foreign_service,Foreign Service,Unclassified,candidate,3,8; 10; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__franklin_d_roosevelt,Franklin D. Roosevelt,Unclassified,candidate,3,1; 4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__high_school,"High
School",Unclassified,candidate,3,1; 2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__high_school,High School,Unclassified,candidate,3,2; 3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__hill_cumorah,Hill Cumorah,Unclassified,candidate,3,7; 11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__howard_hughes,Howard Hughes,Unclassified,candidate,3,4; 5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__howard_hunt,Howard Hunt,Unclassified,candidate,3,6; 11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__in_december,In December,Unclassified,candidate,3,8; 11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__in_january,In January,Unclassified,candidate,3,9; 11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__in_november,In November,Unclassified,candidate,3,6; 7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__international_development,"International
Development",Unclassified,candidate,3,6; 8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__international_affairs,International Affairs,Unclassified,candidate,3,4; 5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__joe_dunn,Joe Dunn,Unclassified,candidate,3,5; 6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__joseph_smith,Joseph Smith,Unclassified,candidate,3,4; 5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__kansas_city,Kansas City,Unclassified,candidate,3,5; 11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__los_angeles,Los Angeles,Unclassified,candidate,3,9; 11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__lyndon_johnson,Lyndon Johnson,Unclassified,candidate,3,7; 9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__martin_luther_king,Martin Luther King,Unclassified,candidate,3,9; 11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__new_york_city,New York City,Unclassified,candidate,3,4; 6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__personnel_management_staff,Personnel Management Staff,Unclassified,candidate,3,10; 11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__richard_m_nixon,Richard M. Nixon,Unclassified,candidate,3,4; 6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__sable_drive,Sable Drive,Unclassified,candidate,3,5; 7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__salt_lake_city,"Salt Lake
City",Unclassified,candidate,3,1; 4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__sao_paulo,Sao Paulo,Unclassified,candidate,3,8; 9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__shanks_village,Shanks Village,Unclassified,candidate,3,4; 5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__soviet_embassy,Soviet Embassy,Unclassified,candidate,3,7; 8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__stake_president,Stake President,Unclassified,candidate,3,2; 4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__state_department,State Department,Unclassified,candidate,3,5; 8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__station_chief,Station Chief,Unclassified,candidate,3,6; 11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__strategic_services,Strategic Services,Unclassified,candidate,3,4; 5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__united_states,"United
States",Unclassified,candidate,3,1; 9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__utah_state_agricultural_college,"Utah State Agricultural
College",Unclassified,candidate,3,2; 3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__vietnam_war,Vietnam War,Unclassified,candidate,3,9; 11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__wendell_thorne,Wendell Thorne,Unclassified,candidate,3,5; 11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__aaronic_priesthood,Aaronic Priesthood,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__acting_branch_chief,Acting Branch Chief,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__admiral_raymond_spruance,Admiral Raymond Spruance,Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__al_capone,Al Capone,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__al_galcius,Al Galcius,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__alexander_dubcek,Alexander Dubcek,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__alexandia_ward,Alexandia Ward,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__alfred_h_nichols,Alfred H. Nichols,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__ambassador_woodward,"Ambassador
Woodward",Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__american_committee,American Committee,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__american_embassy,American Embassy,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__american_foreign_policy,"American Foreign
Policy",Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__american_friends,American Friends,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__american_revolution,American Revolution,Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__american_university,American University,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__amos_wright,Amos Wright,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__and_columbic,And Columbic,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__andres_puyol,Andres Puyol,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__angel_moroni,Angel Moroni,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__anna_karenina,Anna Karenina,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__another_american,Another American,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__anthony_w_ivins,Anthony W. Ivins,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__aristogiden_carvalho,Aristogiden Carvalho,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__arlington_hospital,Arlington Hospital,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__army_field,Army Field,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__army_lt,Army Lt,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__army_materiel_command,Army Materiel Command,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__asiatic_pacific_ribbon,Asiatic Pacific Ribbon,Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__assistant_secretary,Assistant Secretary,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__at_patrice_lamumba_university,"At Patrice Lamumba
University",Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__atlantic_charter,Atlantic Charter,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__atlantic_city,Atlantic City,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__aunt_lucille,"Aunt
Lucille",Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__aunt_pearl,"Aunt
Pearl",Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__aunt_edith,Aunt Edith,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__aunt_lucy_guyaz,Aunt Lucy Guyaz,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__baltic_seas,"Baltic
Seas",Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__baltic_states,Baltic States,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__bell_jr,Bell Jr,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__bell_telephone,Bell Telephone,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__belorussian_national_republic,Belorussian National Republic,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__benedict_arnold,Benedict Arnold,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__betty_swantek,Betty Swantek,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__bifel_tower,"Bifel
Tower",Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__bill_cates,Bill Cates,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__bill_colby,Bill Colby,Unclassified,candidate,2,10; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__bill_gay,Bill Gay,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__billy_moore,Billy Moore,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__black_sea,Black Sea,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__blackwater_falls,"Blackwater
Falls",Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__blind_bull,Blind Bull,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__blue_key,Blue Key,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__bob_wells,"Bob
Wells",Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__bob_wells,Bob Wells,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__botanical_gardens,"Botanical
Gardens",Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__both_sedoff,Both Sedoff,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__boy_scout,Boy Scout,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__branch_chief,"Branch
Chief",Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__brenner_pass,"Brenner
Pass",Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__brigham_young,"Brigham
Young",Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__brigham_young,Brigham Young,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__british_school,"British
School",Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__british_empire,British Empire,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__british_malaya,British Malaya,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__brooklyn_dodgers,Brooklyn Dodgers,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__brother_rodrigues,"Brother
Rodrigues",Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__buenos_aires,Buenos Aires,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__building_fund_committee,Building Fund Committee,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__by_dec,By Dec,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__captain_john_smith,Captain John Smith,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__career_counseling,Career Counseling,Unclassified,candidate,2,10; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__carmen_stevens,Carmen Stevens,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__caspar_milquetoast,"Caspar
Milquetoast",Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__ce_see,Ce See,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__central_intelligence,Central Intelligence,Unclassified,candidate,2,10; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__central_intelligence_agency,"Central Intelligence
Agency",Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__central_park_west,Central Park West,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__charles_lindbergh,Charles Lindbergh,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__chase_manhattan_bank,Chase Manhattan Bank,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__chicago_someone,"Chicago
Someone",Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__children_dwayne,Children Dwayne,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__chinese_bandits,"Chinese
Bandits",Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__christmas_eve,Christmas Eve,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__christmas_tree,Christmas Tree,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__christopher_columbus,Christopher Columbus,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__chuck_vander_linden,Chuck Vander Linden,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__clandestine_services,"Clandestine
Services",Unclassified,candidate,2,10; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__clark_knowlton,Clark Knowlton,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__collection_group,Collection Group,Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__colonel_oleg_penkovsky,Colonel Oleg Penkovsky,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__columbia_university,"Columbia
University",Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__columbia_presbyterian_hospital,Columbia Presbyterian Hospital,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__columbia_university_bookstore,Columbia University Bookstore,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__columbia_university_law_school,Columbia University Law School,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__columbia_university_school,Columbia University School,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__combined_soviet_operations_base,Combined Soviet Operations Base,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
